tweet_id,favorite_count,retweet_count
731285275100512256,3554,1003
731156023742988288,3906,1295
730924654643314689,6263,2020
730573383004487680,5016,2173
730427201120833536,3551,1065
730211855403241472,3905,1071
730196704625098752,4962,1951
729854734790754305,4129,1154
729838605770891264,1749,391
729823566028484608,4061,1270
729463711119904772,5905,2366
729113531270991872,1915,330
728986383096946689,3211,833
728760639972315136,4766,1743
728751179681943552,2828,688
728653952833728512,3374,1056
728409960103686147,5013,2051
728387165835677696,3750,979
728046963732717569,4399,1211
728035342121635841,4648,1694
728015554473250816,4188,1127
727685679342333952,3009,649
727644517743104000,6004,1784
727524757080539137,4555,1248
727314416056803329,3400,760
727286334147182592,3104,827
727175381690781696,3973,1413
727155742655025152,3701,1357
726935089318363137,7023,2505
726887082820554753,3911,1548
726828223124897792,3632,1021
726224900189511680,4495,1168
725842289046749185,7181,2722
725786712245440512,4233,1391
725729321944506368,5292,1827
725458796924002305,1436,629
724983749226668032,3788,1339
724771698126512129,2407,650
724405726123311104,5381,1676
724049859469295616,4401,1811
724046343203856385,2704,572
724004602748780546,4248,1592
723912936180330496,3972,1260
723688335806480385,7817,3008
723673163800948736,3066,908
723179728551723008,5382,1891
722974582966214656,4174,1586
722613351520608256,5055,1660
721503162398597120,4713,1899
721001180231503872,2577,626
720785406564900865,3169,782
720775346191278080,2531,679
720415127506415616,4210,1524
720389942216527872,6498,2554
720340705894408192,2923,994
720059472081784833,3941,1138
720043174954147842,4997,2049
719991154352222208,4924,1777
719704490224398336,4643,1469
719551379208073216,5148,1950
719367763014393856,2848,755
719339463458033665,4501,1266
719332531645071360,3482,973
718971898235854848,3552,1096
718939241951195136,5340,1795
718631497683582976,19178,8201
718613305783398402,2478,490
718540630683709445,2519,1031
718460005985447936,2759,533
718454725339934721,4950,1531
718246886998687744,1967,509
718234618122661888,3948,1020
717841801130979328,2501,611
717790033953034240,2934,1138
717537687239008257,5866,1880
717428917016076293,1637,456
717421804990701568,3206,860
717047459982213120,6403,1966
717009362452090881,3318,990
716802964044845056,4378,1196
716791146589110272,7456,1560
716730379797970944,1257,436
716447146686459905,13316,5993
716439118184652801,2417,214
716285507865542656,2826,1088
716080869887381504,6858,1942
715928423106027520,3254,894
715758151270801409,3795,1460
715733265223708672,4754,1718
715704790270025728,2861,573
715696743237730304,3982,1315
715680795826982913,4402,1647
715360349751484417,5571,1603
715342466308784130,3092,704
715220193576927233,2462,663
715200624753819648,5232,1919
715009755312439296,4244,1256
714982300363173890,3820,1052
714962719905021952,7488,4362
714957620017307648,4205,1435
714631576617938945,3332,1019
714606013974974464,3698,943
714485234495041536,2742,1159
714258258790387713,3081,730
714251586676113411,3336,844
714214115368108032,2318,893
714141408463036416,4383,1425
713919462244790272,3353,797
713909862279876608,1951,546
713900603437621249,2891,754
713761197720473600,4965,1403
713411074226274305,4514,1321
713177543487135744,7363,2889
713175907180089344,4551,1490
712809025985978368,18892,6847
712717840512598017,12570,5090
712668654853337088,4255,1233
712438159032893441,5429,1591
712309440758808576,246,25
712097430750289920,3855,1059
712092745624633345,2994,906
712085617388212225,3320,495
712065007010385924,2311,641
711998809858043904,0,130
711968124745228288,8218,2358
711743778164514816,2909,1003
711732680602345472,9039,4203
711694788429553666,33491,18720
711652651650457602,3927,934
711363825979756544,3732,1161
711306686208872448,3382,747
711008018775851008,3051,623
710997087345876993,4655,1405
710844581445812225,2601,706
710833117892898816,2739,545
710658690886586372,2361,571
710609963652087808,4880,2421
710588934686908417,4639,1906
710296729921429505,2419,752
710283270106132480,2187,526
710272297844797440,4622,1271
710269109699739648,2439,1147
710153181850935296,2958,909
710140971284037632,2819,902
710117014656950272,5607,2030
709918798883774466,3051,1083
709901256215666688,683,102
709852847387627521,3588,1223
709566166965075968,3607,1224
709556954897764353,3363,1091
709519240576036864,1519,240
709449600415961088,2276,588
709409458133323776,2670,700
709225125749587968,2451,581
709207347839836162,12824,5938
709198395643068416,2474,658
709179584944730112,2047,680
709158332880297985,2081,425
709042156699303936,4850,1671
708853462201716736,1823,666
708845821941387268,3054,913
708834316713893888,1716,510
708810915978854401,16801,7063
708738143638450176,2800,838
708711088997666817,2596,735
708479650088034305,2604,688
708469915515297792,3159,832
708400866336894977,16310,10301
708356463048204288,3661,1345
708349470027751425,2396,753
708149363256774660,4369,1586
708130923141795840,3455,861
708119489313951744,2742,1004
708109389455101952,1981,556
708026248782585858,4466,1962
707995814724026368,3200,1148
707983188426153984,51,2
707969809498152960,2763,983
707776935007539200,3345,970
707741517457260545,2542,627
707738799544082433,4177,2525
707693576495472641,3487,1019
707629649552134146,2620,897
707610948723478529,17305,6499
707420581654872064,2320,708
707411934438625280,2338,608
707387676719185920,3573,1316
707377100785885184,3351,1104
707315916783140866,2527,659
707297311098011648,2833,803
707059547140169728,2642,690
707038192327901184,2239,803
707021089608753152,4173,1400
707014260413456384,2348,602
706904523814649856,14886,8021
706901761596989440,2105,607
706681918348251136,3393,992
706644897839910912,2628,1121
706593038911545345,2205,646
706538006853918722,3536,1455
706516534877929472,3163,1051
706346369204748288,3519,946
706310011488698368,21790,8125
706291001778950144,1734,482
706265994973601792,2788,947
706169069255446529,3983,2267
706166467411222528,5263,1637
706153300320784384,1514,387
705975130514706432,3175,743
705970349788291072,3214,911
705898680587526145,2413,567
705786532653883392,1982,528
705591895322394625,3238,1176
705475953783398401,3012,938
705442520700944385,4527,1662
705428427625635840,3887,1723
705239209544720384,3064,765
705223444686888960,2629,809
705102439679201280,2194,522
705066031337840642,2224,630
704871453724954624,4352,1134
704859558691414016,2296,553
704847917308362754,5202,1565
704819833553219584,2696,1010
704761120771465216,6764,2961
704499785726889984,2991,1032
704491224099647488,777,81
704480331685040129,3460,1088
704364645503647744,8169,3632
704347321748819968,1619,358
704134088924532736,1536,474
704113298707505153,1887,577
704054845121142784,2992,930
703774238772166656,1877,475
703769065844768768,3348,1163
703631701117943808,2643,696
703611486317502464,3937,1560
703425003149250560,3867,1389
703407252292673536,2504,711
703382836347330562,3586,1162
703356393781329922,1949,393
703268521220972544,2009,556
703079050210877440,7552,3159
703041949650034688,26900,12786
702932127499816960,2648,739
702899151802126337,1637,463
702684942141153280,3298,1093
702671118226825216,2248,569
702598099714314240,12449,3514
702539513671897089,2937,978
702332542343577600,3254,1582
702321140488925184,3338,1060
702276748847800320,2522,782
702217446468493312,4895,1371
701981390485725185,3523,1010
701952816642965504,3907,1048
701889187134500865,3613,1415
701805642395348998,3500,1720
701601587219795968,2129,466
701570477911896070,2874,947
701545186879471618,2714,623
701214700881756160,12487,5232
700890391244103680,2261,578
700864154249383937,2645,631
700847567345688576,2500,512
700796979434098688,2491,970
700747788515020802,23368,9548
700518061187723268,2675,813
700505138482569216,2335,587
700462010979500032,4218,1829
700167517596164096,2693,758
700151421916807169,2280,685
700143752053182464,7693,2795
700062718104104960,2708,705
700029284593901568,2116,602
700002074055016451,3386,1370
699801817392291840,3128,975
699788877217865730,2280,514
699779630832685056,2812,1272
699775878809702401,1996,613
699691744225525762,10494,4722
699446877801091073,6071,2671
699434518667751424,2213,526
699423671849451520,1399,334
699413908797464576,2118,632
699370870310113280,1928,452
699323444782047232,3234,882
699088579889332224,2290,648
699079609774645248,2507,674
699072405256409088,3057,1216
699060279947165696,3853,1844
699036661657767936,2657,1219
698989035503689728,3447,1001
698953797952008193,2763,926
698907974262222848,2596,640
698710712454139905,2523,697
698703483621523456,1482,390
698635131305795584,1316,347
698549713696649216,2379,636
698355670425473025,1908,461
698342080612007937,2309,970
698262614669991936,4861,2046
698195409219559425,17124,6115
698178924120031232,2875,760
697995514407682048,1553,340
697990423684476929,3362,1321
697943111201378304,2442,699
697881462549430272,3082,1210
697630435728322560,1792,551
697616773278015490,3232,1032
697596423848730625,3089,1286
697575480820686848,2079,509
697516214579523584,2114,1144
697482927769255936,2467,689
697463031882764288,3490,1420
697270446429966336,4789,1919
697259378236399616,3362,1026
697255105972801536,3095,1189
697242256848379904,2571,684
696900204696625153,3240,1042
696894894812565505,2390,691
696886256886657024,4969,1843
696877980375769088,2489,720
696754882863349760,1514,370
696744641916489729,2113,961
696713835009417216,2425,663
696518437233913856,3983,1743
696490539101908992,1238,145
696488710901260288,2593,1040
696405997980676096,3273,1177
696100768806522880,1978,670
695816827381944320,3070,1190
695794761660297217,3235,795
695767669421768709,1905,765
695629776980148225,4675,2147
695446424020918272,4489,1852
695409464418041856,8847,3666
695314793360662529,3714,1488
695095422348574720,2691,631
695074328191332352,2904,1125
695064344191721472,1631,602
695051054296211456,2719,800
694925794720792577,2757,939
694905863685980160,2809,953
694669722378485760,36568,14722
694356675654983680,1534,292
694352839993344000,2085,631
694342028726001664,1602,491
694329668942569472,2045,514
694206574471057408,4257,2078
694183373896572928,3011,948
694001791655137281,3475,1051
693993230313091072,1911,410
693942351086120961,1774,376
693647888581312512,2751,602
693644216740769793,1374,126
693642232151285760,2592,417
693629975228977152,2497,809
693622659251335168,1570,378
693590843962331137,5166,2002
693582294167244802,1685,260
693486665285931008,1818,650
693280720173801472,3432,1264
693267061318012928,2433,830
693262851218264065,2272,510
693231807727280129,2926,751
693155686491000832,8045,3278
693109034023534592,1754,633
693095443459342336,1904,477
692919143163629568,2724,768
692905862751522816,2486,892
692901601640583168,1809,614
692894228850999298,2320,823
692828166163931137,2934,897
692752401762250755,6970,3719
692568918515392513,4447,1575
692535307825213440,3251,1392
692530551048294401,1877,421
692423280028966913,1513,232
692417313023332352,9536,3548
692187005137076224,2584,838
692158366030913536,2188,803
692142790915014657,1678,402
692041934689402880,3480,1297
692017291282812928,2935,982
691820333922455552,4035,1695
691793053716221953,8312,4322
691756958957883396,2932,1033
691675652215414786,1989,522
691483041324204033,2431,576
691459709405118465,4126,1166
691444869282295808,2707,869
691416866452082688,19746,7818
691321916024623104,2628,672
691096613310316544,3023,896
691090071332753408,1753,341
690989312272396288,6022,2935
690959652130045952,3673,1280
690938899477221376,4203,2017
690932576555528194,3362,1050
690735892932222976,3865,1299
690728923253055490,2223,528
690690673629138944,2375,824
690649993829576704,1335,286
690607260360429569,297,17
690597161306841088,2010,621
690400367696297985,1921,463
690374419777196032,3323,867
690360449368465409,2713,907
690348396616552449,1543,529
690248561355657216,1713,425
690021994562220032,2854,1051
690015576308211712,2555,754
690005060500217858,3739,1730
689999384604450816,1457,379
689993469801164801,1487,463
689977555533848577,1396,459
689905486972461056,2490,708
689877686181715968,3096,1200
689835978131935233,2205,760
689661964914655233,3280,944
689659372465688576,10601,3973
689623661272240129,2273,652
689599056876867584,11890,5657
689557536375177216,2090,468
689517482558820352,3477,1468
689289219123089408,2304,963
689283819090870273,3353,1132
689280876073582592,2027,727
689275259254616065,1173,247
689255633275777024,2616,1107
689154315265683456,3139,1019
689143371370250240,2054,522
688916208532455424,2783,895
688908934925697024,2157,786
688898160958271489,2146,798
688894073864884227,2289,710
688828561667567616,1410,380
688804835492233216,981,195
688789766343622656,2264,673
688547210804498433,2668,717
688519176466644993,2368,742
688385280030670848,9497,4566
688211956440801280,2283,852
688179443353796608,2169,595
688116655151435777,2892,798
688064179421470721,1764,367
687841446767013888,5592,2577
687826841265172480,2796,1148
687818504314159109,2544,971
687807801670897665,2443,727
687732144991551489,1798,681
687704180304273409,2485,860
687664829264453632,1981,517
687494652870668288,1943,587
687480748861947905,1633,247
687476254459715584,2029,547
687460506001633280,2098,553
687399393394311168,1937,634
687317306314240000,20578,9389
687312378585812992,4458,1946
687127927494963200,5576,2345
687124485711986689,2211,514
687109925361856513,5939,2519
687102708889812993,2394,1004
687096057537363968,2291,615
686947101016735744,8810,3268
686760001961103360,3604,1415
686749460672679938,3556,1488
686730991906516992,4231,1225
686683045143953408,2887,826
686618349602762752,3777,1393
686606069955735556,1937,554
686394059078897668,1776,699
686386521809772549,3332,901
686377065986265092,2256,580
686358356425093120,2236,691
686286779679375361,4086,1695
686050296934563840,2253,740
686035780142297088,1179,121
686034024800862208,3187,1184
686007916130873345,2546,426
686003207160610816,1865,650
685973236358713344,2153,536
685943807276412928,1664,608
685906723014619143,7675,2968
685681090388975616,2082,129
685667379192414208,2405,589
685663452032069632,3323,1495
685641971164143616,3004,798
685547936038666240,33720,16054
685532292383666176,3100,1191
685325112850124800,9683,4070
685321586178670592,2708,660
685315239903100929,3422,1085
685307451701334016,2120,454
685268753634967552,3166,1227
685198997565345792,2389,682
685169283572338688,4197,1457
684969860808454144,2428,381
684959798585110529,6967,3212
684940049151070208,3288,1069
684926975086034944,3577,473
684914660081053696,3583,1493
684902183876321280,1918,542
684880619965411328,2147,837
684830982659280897,35837,22179
684800227459624960,2781,1028
684594889858887680,9110,3612
684588130326986752,4204,1449
684567543613382656,3090,1260
684538444857667585,2705,976
684481074559381504,3968,1199
684460069371654144,2017,570
684241637099323392,8344,3367
684225744407494656,1257,213
684222868335505415,3912,1405
684200372118904832,2210,1057
684195085588783105,1955,523
684188786104872960,3567,1205
684177701129875456,2057,678
684147889187209216,3047,1541
684122891630342144,2046,480
684097758874210310,4213,1463
683857920510050305,3884,1142
683852578183077888,1970,355
683849932751646720,2666,991
683834909291606017,2675,1135
683828599284170753,2861,1093
683773439333797890,3417,1388
683742671509258241,6633,3398
683515932363329536,7496,2964
683498322573824003,3232,981
683481228088049664,2704,1020
683462770029932544,2478,692
683449695444799489,3985,1636
683391852557561860,7804,2451
683357973142474752,2997,950
683142553609318400,2943,1067
683111407806746624,3470,931
683098815881154561,2210,675
683078886620553216,2025,575
683030066213818368,2202,751
682962037429899265,37709,17047
682808988178739200,1817,178
682788441537560576,2525,1136
682750546109968385,1545,448
682697186228989953,1336,367
682662431982772225,3122,1107
682638830361513985,2107,615
682429480204398592,3503,1189
682406705142087680,7745,1808
682393905736888321,2280,693
682389078323662849,1697,475
682303737705140231,3121,1015
682259524040966145,4248,1238
682242692827447297,3323,1199
682088079302213632,18684,10120
682059653698686977,5051,1731
682047327939461121,3264,971
682032003584274432,6733,2058
682003177596559360,3208,1565
681981167097122816,2861,1061
681891461017812993,2519,838
681694085539872773,13049,4162
681679526984871937,1804,455
681654059175129088,2692,947
681610798867845120,1944,481
681579835668455424,3627,1334
681523177663676416,14621,5912
681340665377193984,1669,285
681339448655802368,9496,4178
681320187870711809,2694,769
681302363064414209,4026,1859
681297372102656000,3270,980
681281657291280384,3289,1124
681261549936340994,1485,280
681242418453299201,1514,546
681231109724700672,2453,497
681193455364796417,3776,1520
680970795137544192,2471,674
680959110691590145,4665,2045
680940246314430465,3267,1076
680934982542561280,2115,445
680913438424612864,2448,636
680889648562991104,1798,373
680836378243002368,3535,1355
680805554198020098,2195,677
680801747103793152,2416,835
680798457301471234,2905,1060
680609293079592961,2689,721
680583894916304897,3699,1372
680497766108381184,4313,1957
680494726643068929,1757,494
680473011644985345,2597,756
680440374763077632,1476,510
680221482581123072,1488,298
680206703334408192,2895,1200
680191257256136705,2187,510
680176173301628928,3971,1592
680161097740095489,2368,752
680145970311643136,3683,1781
680130881361686529,2330,969
680115823365742593,2767,925
680100725817409536,3647,1411
680085611152338944,13048,9159
680070545539371008,2634,898
679877062409191424,2009,664
679872969355714560,2218,676
679862121895714818,2497,639
679854723806179328,2911,1255
679844490799091713,2413,780
679828447187857408,36958,14305
679777920601223168,3142,1131
679736210798047232,2126,813
679729593985699840,2201,846
679722016581222400,1683,473
679530280114372609,4861,2123
679527802031484928,2688,734
679511351870550016,3426,1289
679503373272485890,3207,1503
679475951516934144,2125,653
679462823135686656,32272,19214
679405845277462528,2413,1227
679158373988876288,21753,8203
679148763231985668,2823,1049
679132435750195208,3015,1178
679111216690831360,6070,2612
679062614270468097,17305,8297
679047485189439488,2280,684
679001094530465792,2873,1249
678991772295516161,2349,1190
678969228704284672,1674,470
678800283649069056,2622,918
678798276842360832,3499,1188
678774928607469569,2849,926
678767140346941444,3592,1383
678764513869611008,1660,481
678755239630127104,7243,3342
678740035362037760,3808,1708
678708137298427904,5671,2469
678675843183484930,2907,1499
678643457146150913,2076,422
678446151570427904,4057,1580
678424312106393600,5569,2594
678410210315247616,4292,1845
678399652199309312,80363,32295
678396796259975168,1618,420
678389028614488064,1897,432
678380236862578688,2478,924
678341075375947776,1749,545
678334497360859136,1320,259
678278586130948096,11586,6162
678255464182861824,1612,369
678023323247357953,1954,389
678021115718029313,13892,6422
677961670166224897,3462,1705
677918531514703872,1369,419
677895101218201600,4904,2122
677716515794329600,3099,987
677700003327029250,3428,1460
677698403548192770,1247,323
677687604918272002,2510,855
677673981332312066,3366,1517
677662372920729601,1961,970
677644091929329666,1879,809
677573743309385728,2154,724
677565715327688705,1311,468
677557565589463040,2466,1169
677547928504967168,7003,3714
677530072887205888,1082,233
677335745548390400,3069,1806
677334615166730240,1364,287
677331501395156992,1100,236
677328882937298944,3667,1522
677314812125323265,1658,533
677301033169788928,1246,407
677269281705472000,2015,713
677228873407442944,3577,1661
677187300187611136,2771,931
676975532580409345,2804,1087
676957860086095872,2251,815
676949632774234114,1322,398
676948236477857792,2187,871
676946864479084545,1740,375
676942428000112642,2092,761
676936541936185344,12828,4963
676916996760600576,3001,1816
676897532954456065,2269,726
676864501615042560,2115,715
676821958043033607,23225,15769
676819651066732545,1825,676
676811746707918848,1426,426
676776431406465024,5043,2041
676617503762681856,2919,980
676613908052996102,1089,199
676606785097199616,1891,441
676603393314578432,1166,385
676593408224403456,4608,2173
676590572941893632,917,126
676588346097852417,2331,793
676582956622721024,1207,280
676575501977128964,2602,1122
676533798876651520,1884,556
676496375194980353,1527,534
676470639084101634,11687,4706
676440007570247681,1730,673
676430933382295552,1403,347
676263575653122048,2090,553
676237365392908289,1230,289
676219687039057920,76207,31213
676215927814406144,1752,587
676191832485810177,2297,1042
676146341966438401,1926,663
676121918416756736,2169,1166
676101918813499392,2832,1171
676098748976615425,3031,1432
676089483918516224,1321,437
675898130735476737,1627,570
675891555769696257,2141,865
675888385639251968,2391,960
675878199931371520,4192,1405
675870721063669760,1642,569
675853064436391936,2696,1302
675849018447167488,939,145
675845657354215424,2282,882
675822767435051008,1521,536
675820929667219457,1051,234
675798442703122432,10289,3410
675781562965868544,1635,473
675740360753160193,1168,346
675710890956750848,1894,821
675707330206547968,1984,688
675706639471788032,643,97
675534494439489536,1820,418
675531475945709568,1184,386
675522403582218240,1040,289
675517828909424640,1291,464
675501075957489664,17172,5849
675497103322386432,3151,1298
675489971617296384,1301,600
675483430902214656,1842,981
675432746517426176,1525,569
675372240448454658,1692,516
675362609739206656,1050,234
675354435921575936,32684,16922
675349384339542016,3922,2264
675334060156301312,2771,1289
675166823650848770,3614,1601
675153376133427200,6283,2592
675149409102012420,3728,1681
675147105808306176,940,235
675146535592706048,1190,307
675145476954566656,2135,905
675135153782571009,1298,495
675113801096802304,1950,786
675111688094527488,963,253
675109292475830276,2791,1135
675047298674663426,1059,326
675015141583413248,2708,1185
675006312288268288,983,228
675003128568291329,1558,470
674999807681908736,2248,1100
674805413498527744,859,354
674800520222154752,3023,860
674793399141146624,2508,1084
674790488185167872,1100,249
674788554665512960,817,208
674781762103414784,1998,1202
674774481756377088,1111,471
674767892831932416,1824,788
674764817387900928,785,236
674754018082705410,1364,448
674752233200820224,1455,465
674743008475090944,1397,551
674742531037511680,488,50
674739953134403584,1102,385
674737130913071104,644,93
674690135443775488,1144,465
674670581682434048,1599,646
674664755118911488,917,254
674646392044941312,1435,495
674644256330530816,1021,266
674638615994089473,1678,579
674632714662858753,1501,575
674606911342424069,939,97
674468880899788800,6202,2032
674447403907457024,1059,355
674436901579923456,1111,394
674422304705744896,1434,535
674416750885273600,680,140
674410619106390016,1197,462
674394782723014656,1504,574
674372068062928900,844,314
674330906434379776,559,73
674318007229923329,1414,516
674307341513269249,11286,6921
674291837063053312,14680,5847
674271431610523648,1564,730
674269164442398721,902,225
674265582246694913,1646,847
674262580978937856,1299,454
674255168825880576,1458,550
674082852460433408,753,167
674075285688614912,979,287
674063288070742018,6333,2193
674053186244734976,3308,1289
674051556661161984,1439,485
674045139690631169,1412,638
674042553264685056,721,128
674038233588723717,1096,411
674036086168010753,843,209
674024893172875264,1775,1208
674019345211760640,1123,300
674014384960745472,1556,633
674008982932058114,1193,347
673956914389192708,1938,948
673919437611909120,1160,370
673906403526995968,3176,1623
673887867907739649,925,251
673716320723169284,3061,741
673715861853720576,3521,2054
673711475735838725,1030,297
673709992831262724,842,273
673708611235921920,1073,285
673707060090052608,1093,387
673705679337693185,1250,402
673700254269775872,1429,560
673697980713705472,3769,1930
673689733134946305,1723,647
673688752737402881,1254,491
673686845050527744,1422,434
673680198160809984,1364,466
673662677122719744,1244,363
673656262056419329,715,238
673636718965334016,1093,356
673612854080196609,1589,721
673583129559498752,1180,357
673580926094458881,828,269
673576835670777856,1376,555
673363615379013632,1014,305
673359818736984064,1440,665
673355879178194945,1479,569
673352124999274496,1646,531
673350198937153538,742,212
673345638550134785,2487,1251
673343217010679808,963,269
673342308415348736,1260,574
673320132811366400,13356,7826
673317986296586240,871,255
673295268553605120,7461,3137
673270968295534593,1055,365
673240798075449344,1410,724
673213039743795200,2226,833
673148804208660480,1674,622
672997845381865473,1959,716
672995267319328768,944,288
672988786805112832,978,292
672984142909456390,1250,539
672980819271634944,1808,990
672975131468300288,1659,898
672970152493887488,938,353
672968025906282496,1304,542
672964561327235073,1405,633
672902681409806336,1349,498
672898206762672129,898,424
672884426393653248,1528,831
672877615439593473,1018,359
672834301050937345,1303,558
672828477930868736,1244,488
672640509974827008,966,317
672622327801233409,1286,485
672614745925664768,1211,574
672609152938721280,1103,385
672604026190569472,1101,397
672594978741354496,1319,603
672591762242805761,942,332
672591271085670400,716,179
672538107540070400,1019,360
672523490734551040,632,167
672488522314567680,1101,434
672482722825261057,1120,591
672481316919734272,709,124
672475084225949696,1416,692
672466075045466113,1338,530
672272411274932228,6399,3329
672267570918129665,1484,611
672264251789176834,1126,333
672256522047614977,2790,1525
672254177670729728,1416,731
672248013293752320,1710,598
672245253877968896,675,155
672239279297454080,883,319
672231046314901505,1809,992
672222792075620352,776,209
672205392827572224,2238,1138
672169685991993344,1006,364
672160042234327040,864,353
672139350159835138,1726,688
672125275208069120,2371,1128
672095186491711488,993,366
672082170312290304,933,358
672068090318987265,1280,513
671896809300709376,8415,4103
671891728106971137,1317,566
671882082306625538,3425,1361
671879137494245376,1400,667
671874878652489728,1235,549
671866342182637568,1102,485
671855973984772097,894,435
671789708968640512,6992,3441
671768281401958400,1182,501
671763349865160704,1656,905
671744970634719232,1338,756
671743150407421952,741,233
671735591348891648,1430,743
671729906628341761,8414,4292
671561002136281088,12682,7131
671550332464455680,902,206
671547767500775424,1335,585
671544874165002241,1953,1034
671542985629241344,1082,556
671538301157904385,921,391
671536543010570240,1158,399
671533943490011136,1010,570
671528761649688577,835,258
671520732782923777,1385,522
671518598289059840,942,290
671511350426865664,1591,703
671504605491109889,6925,3509
671497587707535361,905,440
671488513339211776,1003,464
671486386088865792,573,195
671485057807351808,757,229
671390180817915904,1427,733
671362598324076544,1091,292
671357843010908160,394,147
671355857343524864,479,114
671347597085433856,945,421
671186162933985280,732,207
671182547775299584,1107,340
671166507850801152,864,348
671163268581498880,1645,1086
671159727754231808,369,81
671154572044468225,703,216
671151324042559489,663,152
671147085991960577,661,218
671141549288370177,1144,648
671138694582165504,909,398
671134062904504320,739,191
671122204919246848,3458,2487
671115716440031232,1358,766
671109016219725825,1130,433
670995969505435648,1099,290
670842764863651840,24327,8554
670840546554966016,582,193
670838202509447168,1093,682
670833812859932673,435,121
670832455012716544,725,213
670826280409919488,5475,3989
670823764196741120,763,186
670822709593571328,602,93
670815497391357952,3145,1518
670811965569282048,1114,268
670807719151067136,1146,486
670804601705242624,1936,943
670803562457407488,338,87
670797304698376195,731,234
670792680469889025,821,273
670789397210615808,655,239
670786190031921152,598,200
670783437142401025,816,383
670782429121134593,1544,758
670780561024270336,779,286
670778058496974848,325,72
670764103623966721,1060,414
670755717859713024,435,109
670733412878163972,950,505
670727704916926465,820,353
670717338665226240,1186,485
670704688707301377,766,369
670691627984359425,588,241
670679630144274432,742,276
670676092097810432,245,41
670668383499735048,10573,4951
670474236058800128,1496,730
670468609693655041,350,86
670465786746662913,959,540
670452855871037440,541,202
670449342516494336,1183,643
670444955656130560,6642,1951
670442337873600512,636,196
670435821946826752,1040,508
670434127938719744,1383,639
670433248821026816,325,111
670428280563085312,1366,613
670427002554466305,518,160
670421925039075328,1287,622
670420569653809152,623,309
670417414769758208,563,315
670411370698022913,2001,880
670408998013820928,552,220
670403879788544000,423,153
670385711116361728,553,202
670374371102445568,744,267
670361874861563904,325,65
670338931251150849,419,107
670319130621435904,3834,1206
670303360680108032,426,130
670290420111441920,697,281
670093938074779648,1015,329
670086499208155136,690,246
670079681849372674,2204,1210
670073503555706880,1562,771
670069087419133954,617,233
670061506722140161,755,331
670055038660800512,661,328
670046952931721218,642,171
670040295598354432,750,110
670037189829525505,584,269
670003130994700288,331,92
669993076832759809,323,83
669972011175813120,444,156
669970042633789440,301,59
669942763794931712,496,159
669926384437997569,368,99
669923323644657664,230,54
669753178989142016,804,391
669749430875258880,264,65
669684865554620416,510,88
669683899023405056,385,110
669682095984410625,347,132
669680153564442624,658,284
669661792646373376,798,426
669625907762618368,3491,1790
669603084620980224,941,357
669597912108789760,508,149
669583744538451968,1477,915
669573570759163904,431,138
669571471778410496,1577,1002
669567591774625800,231,55
669564461267722241,380,121
669393256313184256,362,75
669375718304980992,1320,717
669371483794317312,496,177
669367896104181761,455,149
669363888236994561,614,222
669359674819481600,368,121
669354382627049472,2673,1260
669353438988365824,633,259
669351434509529089,431,181
669328503091937280,1009,413
669327207240699904,571,115
669324657376567296,494,205
669214165781868544,433,161
669203728096960512,994,467
669037058363662336,647,307
669015743032369152,735,370
669006782128353280,572,244
669000397445533696,20631,6274
668994913074286592,436,226
668992363537309700,733,337
668989615043424256,674,325
668988183816871936,886,461
668986018524233728,548,165
668981893510119424,531,301
668979806671884288,788,342
668975677807423489,1287,571
668967877119254528,146,22
668960084974809088,698,235
668955713004314625,275,71
668932921458302977,260,58
668902994700836864,314,100
668892474547511297,393,148
668872652652679168,519,297
668852170888998912,449,164
668826086256599040,428,134
668815180734689280,566,263
668779399630725120,698,368
668655139528511488,524,216
668645506898350081,874,520
668643542311546881,867,523
668641109086707712,1061,532
668636665813057536,1027,481
668633411083464705,2766,1596
668631377374486528,705,310
668627278264475648,311,111
668625577880875008,381,129
668623201287675904,1405,750
668620235289837568,196,40
668614819948453888,607,313
668587383441514497,1657,1054
668567822092664832,241,52
668544745690562560,508,217
668542336805281792,446,211
668537837512433665,249,72
668528771708952576,452,220
668507509523615744,318,101
668496999348633600,404,128
668484198282485761,417,231
668480044826800133,449,144
668466899341221888,870,506
668297328638447616,612,294
668291999406125056,238,29
668286279830867968,496,135
668274247790391296,810,227
668268907921326080,547,232
668256321989451776,1285,596
668248472370458624,965,472
668237644992782336,6097,2798
668226093875376128,294,102
668221241640230912,506,192
668204964695683073,552,190
668190681446379520,646,193
668171859951755264,481,189
668154635664932864,482,302
668142349051129856,566,277
668113020489474048,659,235
667937095915278337,1236,773
667924896115245057,294,109
667915453470232577,205,55
667911425562669056,482,297
667902449697558528,838,370
667886921285246976,1852,1056
667885044254572545,804,469
667878741721415682,385,115
667873844930215936,618,396
667866724293877760,2973,1009
667861340749471744,236,75
667832474953625600,288,61
667806454573760512,1042,482
667801013445750784,323,95
667793409583771648,689,323
667782464991965184,402,241
667773195014021121,233,55
667766675769573376,434,212
667728196545200128,373,146
667724302356258817,471,313
667550904950915073,0,34
667550882905632768,0,32
667549055577362432,5685,2218
667546741521195010,333,121
667544320556335104,848,513
667538891197542400,200,64
667534815156183040,808,511
667530908589760512,457,233
667524857454854144,1662,1085
667517642048163840,362,188
667509364010450944,6670,2073
667502640335572993,526,216
