tweet_id,favorite_count,retweet_count
745314880350101504,7348,2839
745074613265149952,8024,3610
745057283344719872,7412,2332
744995568523612160,3035,635
744971049620602880,8071,2755
744709971296780288,5742,1609
744334592493166593,6946,2182
744234799360020481,160286,80133
744223424764059648,1716,376
743980027717509120,4265,1121
743895849529389061,3727,980
743835915802583040,0,2142
743609206067040256,4589,1409
743595368194129920,18865,6723
743545585370791937,3617,969
743510151680958465,8094,3803
743253157753532416,4327,1256
743222593470234624,6355,1947
743210557239623680,3937,1404
742534281772302336,7221,3647
742528092657332225,4533,2029
742465774154047488,7430,3979
742423170473463808,10035,3867
742385895052087300,6959,2027
742161199639494656,4444,1415
742150209887731712,5257,1579
741793263812808706,4655,1544
741743634094141440,8361,2835
741438259667034112,3754,853
741303864243200000,8983,3304
741099773336379392,10235,5656
741067306818797568,9688,3171
740995100998766593,6520,2808
740711788199743490,3489,961
740699697422163968,2906,801
740676976021798912,18561,6975
740373189193256964,35733,13631
740365076218183684,2520,440
740359016048689152,3369,878
740214038584557568,6834,2016
739979191639244800,20402,6058
739932936087216128,4135,1104
739844404073074688,3889,875
739623569819336705,3859,1388
739606147276148736,5481,1691
739544079319588864,40469,21838
739485634323156992,7322,3003
739238157791694849,118388,59401
738891149612572673,112,6
738885046782832640,3845,1168
738883359779196928,3385,814
738537504001953792,5209,1586
738402415918125056,3309,860
738184450748633089,4414,1241
738166403467907072,8974,3455
738156290900254721,2567,662
737826014890496000,5382,1804
737800304142471168,10202,3552
737678689543020544,5146,1362
737445876994609152,10484,4558
737322739594330112,3676,832
737310737551491075,14992,7568
736736130620620800,4381,1773
736392552031657984,18084,7578
736365877722001409,4061,1274
736225175608430592,8287,2838
736010884653420544,8058,3066
735991953473572864,3672,1181
735648611367784448,4094,1128
735635087207878657,6305,2392
735274964362878976,13275,5164
735256018284875776,3402,902
735137028879360001,3189,990
734912297295085568,2799,533
734787690684657664,12810,6419
734776360183431168,2559,556
734559631394082816,1517,404
733828123016450049,3646,803
733822306246479872,3743,1035
733482008106668032,3206,965
733460102733135873,4294,1313
733109485275860992,51197,17252
732732193018155009,2490,548
732726085725589504,3615,906
732585889486888962,3746,788
732375214819057664,8242,2568
732005617171337216,15195,5526
